iso2,priority,region,role,grams,pi_ing,proposal_key,v7_status,requirement_code,requirement,product,brand,pack,ean,v7_market_evidence,v7_technical_fit,v7_deviation,v7_activation_condition,v7_message,final_pr_id,a04_evidence_class,a04_verification_class,a04_best_url
CA,★★★★★,CANADA,SMP,35,PI-ING-000270,SMP-GTIN-00059000111322,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Carnation Fat Free Instant Skim Milk Powder,Carnation,500 g,059000111322,Odczyt całej etykiety z oficjalnej fotografii producenta. Podstawa 25 g suchego proszku (4 łyżki); UPC i 500 g zgodne.,Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,-0.8,"Wszystkie pola pochodzą z etykiety; przeliczenie masy porcji i sodu nie jest estymacją. Zera tłuszczu i NKT są zaokrągloną deklaracją porcji, nie dowodem chemicznego braku tłuszczu. Dodane witaminy A i D.","Przeliczenie ×4 z 25 g proszku, nie z objętości mleka po odtworzeniu.",AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.carnationmilk.ca/en/products/instant-skim
CA,★★★★★,CANADA,DEXTROSE,30,PI-ING-000494,DEX-GTIN-00700956300208,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),ProteinCo Dextrose Plain,ProteinCo,"2,27 kg / 5 lb",700956300208,Monohydrat wskazany w nazwie i opisie oferty spożywczej.,Postać monohydrat; NIP i model aktywności osobno,0,"PI-ING-000494 uzupełnia: kcal=364; węglowodany=90.9 /100g. To oszacowanie, nie deklaracja etykiety. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. Oficjalny sklep: in stock. Pełne wyjaśnienie etykiety kcal/węglowodanów wymaga producenta.",Węglowodany30g/30g i120kcal/30g kolidują z deklarowanym monohydratem z wodą krystalizacyjną. Oryginał zachowano w danych surowych; kcal i węglowodany roboczo z PI. Nie łączyć z kodami NOW.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://proteinco.ca/products/dextrose
CA,★★★★★,CANADA,TARA,3,PI-ING-000492,TARA-CA-PRODUCT,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),Louis François Tara Gum 1 kg,Louis François,1 kg,,"LOCAL; Kanadyjski sklep podaje Louis François, opakowanie 1 kg, zastosowanie spożywcze gumy z endospermu nasion, odbiór w Markham i wysyłkę w Kanadzie.","Energia źródła, jeśli dostępna; brakujące pola z PI. Nie narzucano zgodności różnych konwencji znakowania.",0,"ESTIMATED z PI-ING-000492: kcal=180; tłuszcz=0.5; nasycone=0; węglowodany dostępne=1.5; cukry=0; białko=2; sól=0; błonnik=86.5 /100 g. To model, nie etykieta produktu. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda 9,5 g/100 g: ESTIMATED z PI; brak oznaczenia produktu. Lokalna oferta Gusta Supplies z ceną 190 CAD, opcją koszyka i odbioru w Markham; koszt i termin dostawy zależne od adresu.",Zastąpiono słabiej udokumentowaną ofertę importową lokalnym dostawcą. Nie przyjęto Peru/Boliwii jako pochodzenia konkretnej partii na podstawie ogólnego opisu rośliny.,AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://supplies.gusta.ca/products/louis-francois-tara-gum
DE,★★★★★,EU27,MILK,672,PI-ING-000236,MILK-GTIN-4045500011145,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer","frischli H-Vollmilch 3,5% 1 L",frischli,1 L carton; case12 x1L,4045500011145,"Oficjalna niemiecka karta producenta w asortymencie Einzelhandel: nr1114, GTIN4045500011145,1L, cały profil na100g, opis czystego mleka bez dodatków. Amazon.de potwierdza sprzedaż opakowań12x1L.",WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Zamiana kandydata bezEAN na konkretny niemiecki detaliczny produkt3.5%1L. Nie użyto profilu10L BiB (4.8g węglowodanów); właściwy1L ma4.7g.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.frischli.de/produkte/index.htm?showproduct=67006&showrange=73333
DE,★★★★★,EU27,CREAM,130,PI-ING-000180,CREAM-GTIN-4070700003058,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Hofgut Schlagsahne 30% 200 g,Hofgut,200 g,4070700003058,"Manufacturer specification explicitly unitGTIN4070700003058,200g and full7; Edeka Foodservice Germany confirms sameGTIN, ingredients and all7 in embedded product JSON (lastChange20260116). CaseGTIN4070700931740 excluded.",WŁASNY PROFIL PR — rzeczywista etykieta,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Retains exact Hofgut identity. Both manufacturer and Edeka declare288kcal; not overwritten with macro-derived energy.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.hohenloher-molkerei.de/hubfs/website/produkte/Sahne/Datenblatt/35305_Hofgut_Schlagsahne_30_200g.pdf?hsLang=de
DE,★★★★★,EU27,SMP,35,PI-ING-000270,SMP-GTIN-04008230010901,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Saliter Magermilchpulver 250 g,Saliter,250 g,4008230010901,"Producent i REWE podają pełną tabelę100g suchego proszku. SKU16051091 to kod sklepu producenta, nie GTIN. Oficjalny PDF producenta, strona2: EAN opakowania4008230010901, EAN kartonu10×250g4008230010918; odczyt wizualny kodów kreskowych.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,0.19999999999999996,błonnik: PI-ING-000270 (0 /100 g).,"SMP1,0% zamiast celu0,8%.",AUTO PO AKCEPTACJI,LEAD,MARKET_PAGE_WITHOUT_EAN,https://saliter.de/milchprodukte/milchpulver/magermilchpulver/
DE,★★★★★,EU27,DEXTROSE,30,PI-ING-000494,DEX-GTIN-04250573301738,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Dextrose monohydrat Pulver 5 kg,Golden Peanut,5 kg wiadro,4250573301738,"Oficjalna karta producenta dla SKU11135-01 i5kg:100% monohydrat, bez dodatków, przeznaczony do żywności; tabela unzubereitet pro100g.",Postać monohydrat; NIP i model aktywności osobno,0,"Całe8pól z etykiety/TDS. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA.",,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.golden-peanut.de/Dextrose-monohydrat-Pulver/11135-01
DE,★★★★★,EU27,TARA,3,PI-ING-000492,TARA-GTIN-08055728540170,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"IMPORT; Zweryfikowano08.09.2026. TDS producenta rew.17.07.2026: skład/pochodzenie/alergeny na s.1–2; wartości odżywcze na100g i wilgotność na s.10; matryca alergenów na s.11–12. Pełne wartości odżywcze z jednej aktualnej TDS. Dostępność kraju oparta na jawnej polityce dostaw UE/UK/CH, nie na samej domenie ani ogólnym zasięgu marki.","Energia źródła, jeśli dostępna; brakujące pola z PI. Nie narzucano zgodności różnych konwencji znakowania.",0,"Wszystkie 8 pól z etykiety/TDS lub jawnego przeliczenia porcji/sodu/błonnika. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda z TDS: 7 g/100 g; W TDS wilgotność7% jako wartość referencyjna, nie pomiar partii; strona sklepu podaje<9,11%, co pozostaje odnotowaną rozbieżnością źródeł. IMPORT z Włoch. Sklep producenta oznacza wybrany wariant 50 g jako dostępny; polityka dostaw wprost obejmuje całą UE, w tym Niemiec. Orientacyjny termin 3–7 dni roboczych; warunki dla adresu i zapas potwierdzić w checkout.",Wybrano jednoskładnikowy produkt z TDS; nie mieszać z SaporePuro Neutro zawierającym maltodekstrynę/tarę/guar. Nie przypisano kodu Sosa700g ani niepotwierdzonego kodu8052744883445 do SaporePuro50g. TDS ma pierwszeństwo przed rozbieżnymi danymi wilgotności/lepkości na stronie sklepu. AKTUALIZACJA: oficjalny JSON producenta potwierdza dla 50 g SKU SPGT50 i EAN 8055728540170; poprzedni brak identyfikatora zamknięty.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
NO,★★★★★,EEA_NON_EU,MILK,672,PI-ING-000236,MILK-NO-TINE-35-1L,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer","TINE Helmelk 3,5% fett 1 L",TINE,1 L,7038010000065,Producent + MENY; exact EAN i pełna tabela,WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Najbliższy powszechny wariant krajowy; wartości exact PR wygrywają z PI.,AUTO PO AKCEPTACJI,LEAD,MARKET_PAGE_WITHOUT_EAN,https://www.tine.no/merkevarer/tinemelk/produkter/tinemelk-helmelk-3-5-fett;
NO,★★★★★,EEA_NON_EU,CREAM,130,PI-ING-000180,CREAM-GTIN-7038010041914,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",TINE Kremfløte 37% 3 dl,TINE,300 ml,7038010041914,"LocalMENY exactproductEAN7038010041914,300ml,37%; embedded official retailer productdata nutritionalContent all7 per100g:353kcal1454kJ,37fat,24sat,2.9carbs/sugars,2.1protein,.1salt; ingredientscream. SPAR localidenticalSKU.",WŁASNY PROFIL PR — rzeczywista etykieta,7,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Current37% exactpack replaces unsupported Oldenburger and user38% unspecifiedpack. Jerseymeieriet30% searched but retailers unavailable/discontinued; use locally available plain37%.,AUTO PO AKCEPTACJI,LEAD,SOURCE_NOT_READABLE,https://meny.no/varer/meieri-egg/flote/kremflote/kremflote-37-7038010041914
NO,★★★★★,EEA_NON_EU,SMP,35,PI-ING-000270,SMP-GTIN-08445291393738,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Nestlé Skimmed Milk Powder 500 g,Nestlé,500 g,8445291393738,"Norweski PDF Nestlé wskazuje materiał12594687,100g i8g oraz pełną tabelę; norweski sprzedawca potwierdza500g/EAN8445291393738. Karta Nestlé w Dabas podaje Portugalię.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,0.30000000000000004,"Wszystkie pola pochodzą z etykiety; przeliczenie masy porcji i sodu nie jest estymacją. Treść marketingowa mówi<1% tłuszczu, lecz tabela aktualnego12594687 podaje1,1g/100g; użyto tabeli.","ODT:7613035886179 to dawny karton, nie500g; dawny500g=7613035886155. Obecny500g=8445291393738; obecnykarton=8445291393745.",AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://magnar-eikeland.emo.no/web/ePortal/ctrl?action=showiteminfo&itemNo=170806
NO,★★★★★,EEA_NON_EU,DEXTROSE,30,PI-ING-000494,DEX-GTIN-05709286720064,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),Urtegaarden Druesukker 500 g,Urtegaarden,500 g,5709286720064,Duńska karta tego samego produktu Urtegaarden 500 g opisuje dextrose monohydrat; tożsamość produktu w kraju sprzedaży powiązana przez EAN 5709286720064.,Postać monohydrat; NIP i model aktywności osobno,0,"PI-ING-000494 uzupełnia: tłuszcz=0; nasycone=0; białko=0; błonnik=0 /100g. To oszacowanie, nie deklaracja etykiety. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. Sprzedaż lokalna. Dane uzupełniające z Danii dotyczą identycznego produktu powiązanego EAN; aktualną etykietę partii należy sprawdzić przy zakupie.",Zastępuje Sanivo Druesukker 650 g z przestarzałym oznaczeniem dostawcy. EAN 7038312167704 z ODT nie został potwierdzony.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.med24.no/matvarer/soetstoff/druesukker/urtegaarden-druesukker-500-g
NO,★★★★★,EEA_NON_EU,TARA,3,PI-ING-000492,TARA-GTIN-04251510635756,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),Tarakernmehl / Tara gum 100 g,Buxtrade,"100 g, zamykana torebka",4251510635756,"IMPORT; Zweryfikowano 08.09.2026. SKU i EAN dla wariantu 100 g z danych strukturalnych producenta; EAN tej samej masy potwierdza Shop-Apotheke AT. W RAW zachowano dokładnie tabelę producenta na 100 g. BŁĄD ŹRÓDŁA: 86,63 g węglowodanów przy 0 g błonnika i 185,09 kcal nie tworzy zgodnej deklaracji; także 742,93 kJ i 185,09 kcal są niespójne. Konwencja CHO pozostaje UNKNOWN. Nie przenosić automatycznie kcal/CHO/błonnika do obliczeń; brak podstaw do samodzielnego przepisania 86,63 g na błonnik. Norwegia ma oddzielny cennik, a FAQ wymienia ją wprost mimo pominięcia w liście otwierającej politykę.",SPRZECZNE ŹRÓDŁO: energia została jawnie zastąpiona PI.,0,"ESTIMATED z PI-ING-000492: kcal=180; węglowodany dostępne=1.5; błonnik=86.5 /100 g. To model, nie etykieta produktu. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda 9,5 g/100 g: ESTIMATED z PI; brak oznaczenia produktu. Produkt 100 g na stanie w Niemczech. FAQ wprost potwierdza wysyłkę do Norwegii; cennik: do 1 kg 18,99 EUR, ogólny termin zagraniczny 5–7 dni roboczych. Warunki/stan należy sprawdzić przy zamówieniu.","Usunięto niepotwierdzone użycie kodu Sosa 700 g dla opakowań 100/500 g i ogólne zapewnienie bezpieczeństwa dla alergików z materiału wejściowego. Lokalna alternatywa Sosa700g w Gastronaut istnieje, ale specyfikacja Sosa dopuszcza standaryzację cukrami; wybrano surowiec z potwierdzonym składem bielma bez takich dodatków.",AUTO PO AKCEPTACJI,LEAD,EAN_ON_FOREIGN_MARKET_PAGE,https://buxtrade.de/products/tarakernmehl
NZ,★★★★★,ANZ,MILK,672,PI-ING-000236,MILK-GTIN-94152210,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Anchor Blue Milk 2 L,Anchor,2 L,94152210,"Oficjalny nowozelandzki profil Anchor Blue na 100 ml; krajowe oferty 2 L podają EAN-8 94152210. EAN-8 jest prawidłowym formatem GTIN i nie wymaga sztucznego wydłużenia. Sód 40 mg/100 ml daje 0,1 g soli.",WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,-0.10000000000000009,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,"Ogólny kandydat importowany zastąpiony lokalnym Anchor Blue 2 L 3,4% z pełną dokumentacją.",AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://thegroceryhub.co.nz/products/anchor-blue-full-cream-milk-2l/
NZ,★★★★★,ANZ,CREAM,130,PI-ING-000180,CREAM-GTIN-94150803,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Anchor Long Life Dessert Cream Original,Anchor,250 ml,94150803,"Anchor NZ official exact 250 ml Original Longlife page provides full nutrition per 100 ml, ingredients and milk allergen. Woolworths NZ repeats the same exact profile and lists local sale. The Warehouse case of 24 × 250 ml gives single-unit Item No / EAN-8 94150803.",WŁASNY PROFIL PR — rzeczywista etykieta,5.899999999999999,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,"Select Original Longlife, not Lite or the different fresh cream profile. Fat 35.9 is declared actual, no separate nominal percent published. Sodium 27 mg × 2.5 / 1000 = 0.0675 g salt.",AUTO PO AKCEPTACJI,LEAD,MARKET_PAGE_WITHOUT_EAN,https://www.anchordairy.com/nz/en/products/cream-custard/anchor-longlife-dessert-cream-250ml.html
NZ,★★★★★,ANZ,SMP,35,PI-ING-000270,SMP-GTIN-09300633765712,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Woolworths Milk Skim Powder,Woolworths,1 kg,9300633765712,"Woolworths NZ: 1 kg,  produkt Nowej Zelandii,  100% dried skimmed milk. Fotografia frontu deklaruje wydajność 10 litrów z 1 kg,  czyli 25 g proszku na porcję 250 ml. Tabela porcji 250 ml: 380 kJ,  białko 8,2 g,  tłuszcz 0,2 g,  NKT 0,2 g,  węglowodany i cukry po 13,6 g,  sód 98 mg. Przeliczono ×4. GTIN 9300633765712 odczytany z danych strukturalnych strony lokalnego detalisty.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,0,"błonnik: PI-ING-000270 (0 /100 g). Makra obliczone z tabeli odtworzonego mleka i potwierdzonej fotograficznie wydajności 1 kg → 10 litrów. Porcja 25 g wyprowadzona z tej wydajności,  nie podana osobno w instrukcji. NKT = tłuszcz wskutek zaokrąglenia porcji. GTIN potwierdzony w danych strukturalnych lokalnego detalisty.",GTIN użytkownika 9300633765712 potwierdzony bezpośrednio w znaczniku Product JSON-LD (gtin13) strony Woolworths NZ dla SKU 789358. Makra przeliczono na suchy proszek z wydajności 1 kg → 10 litrów.,AUTO PO AKCEPTACJI,LEAD,PAGE_WITHOUT_EAN,https://assets.woolworths.com.au/images/2010/789358_1.jpg?impolicy=wowb2bgpkhx
NZ,★★★★★,ANZ,DEXTROSE,30,PI-ING-000494,DEX-GTIN-09317127061786,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Lotus Glucose Powder (Dextrose) 500g,Lotus,500 g,9317127061786,Oficjalny skład Kadac: Dextrose Monohydrate (Glucose) 100%.,Postać monohydrat; NIP i model aktywności osobno,0,"Całe8pól z etykiety/TDS. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. NIP źródeł jest sprzeczna: zdjęcie500g podaje97g węglowodanów/90g cukrów i1630kJ; WholesomeMarket91,5g/91,5g i1531(jednostka pominięta). Zachowano odczyt etykiety, bez uznawania97g za aktywną dekstrozę. Monohydrat potwierdzony składem; przed ostateczną formulacją potwierdzić aktualny NIP i COA.",Kod 500 g potwierdzony. 1 kg posiada odrębny EAN 9317127003663; nie mieszać wariantów.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_FOREIGN_MARKET_PAGE,https://www.kadac.com.au/browser/product.php?sku=6178
NZ,★★★★★,ANZ,TARA,3,PI-ING-000492,TARA-GTIN-08055728540170,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"IMPORT; TDS rev. 17/07/2026, pages 1–2 food identity/allergens/origin, p10 nutrition and physical data, pp11–12 allergen matrix. Manufacturer public product JSON maps 50gr variant 48245876949339 to SPGT50 and barcode 8055728540170. Distributor lists 50g and Add to cart. TDS values are product-wide specifications, not a lot COA.","Energia źródła, jeśli dostępna; brakujące pola z PI. Nie narzucano zgodności różnych konwencji znakowania.",0,"Wszystkie 8 pól z etykiety/TDS lub jawnego przeliczenia porcji/sodu/błonnika. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda z TDS: 7 g/100 g; TDS moisture 7%, no inequality printed. IMPORT from Hong Kong; New Zealand explicitly listed in international tariff table. Final order freight/import clearance pending.",The Sourcery lead is sold out and product description now focuses on cosmetic formulation; general E417 mention does not establish its supplied grade as food-grade. Andean Star barcode claim not transferred. Selected separately documented food E417 SaporePuro. AKTUALIZACJA: oficjalny JSON producenta potwierdza dla 50 g SKU SPGT50 i EAN 8055728540170; poprzedni brak identyfikatora zamknięty.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
PL,★★★★★,EU27,MILK,672,PI-ING-000236,MILK-GTIN-5900820016296,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer","Łaciate Mleko UHT 3,5%, 200 ml",Łaciate,200 ml karton,5900820016296,Mlekpol official page explicitly associates barcode5900820016296 with200ml and3.5%. E.Leclerc Poland exact card repeatsEAN and200ml pack and declares all seven nutrients per100ml. Carrefour exact card also publishesEAN and profile; readily listed in multiple Polish supermarkets.,WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Replacement pack200ml preserves3.5%target and provides exact nutritional profile. Existing1L5900820012434 is confirmed in manufacturer catalogue but its complete exact nutrition was not found; never transfer200ml declaration to old1L PR. Create a separate PR proposal for newEAN and routePL to it; oldPR-ING-007172 identity remains unchanged.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://mlekpol.com.pl/index.php/en/produkt/laciate-uht-milk-35-2/
PL,★★★★★,EU27,CREAM,130,PI-ING-000180,CREAM-GTIN-5900512300634,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Śmietanka Polska 30% UHT 1 L,Mlekovita,1 L,5900512300634,"Oficjalna karta producenta podaje produkt1L, jednostkowy EAN5900512300634, skład oraz cały profil na100ml; odsyła do własnego polskiego sklepu Mlekovitka.",WŁASNY PROFIL PR — rzeczywista etykieta,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Zachowano istniejący produkt; uzupełniono EAN i profil. Kod kartonu5900512330228 nie jest kodem jednostkowym.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://mlekovita.com.pl/produkt/smietanka-uht-polska-30-tluszczu-1-l-491
PL,★★★★★,EU27,SMP,35,PI-ING-000270,SMP-GTIN-05900512500546,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Mleko w proszku odtłuszczone instant,Mlekovita,250 g,5900512500546,Kod kreskowy i opakowanie 250 g potwierdza Torimpex. Pełny profil suchego proszku i skład potwierdzają Divinebody oraz PolskiSklep.,Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,0.44999999999999996,"błonnik: PI-ING-000270 (0 /100 g). Sklepy podają sól 1,1 lub 1,2 g; wybrano zgodną wartość 1,2 g z dwóch ofert opakowania 250 g.","Nie używać 32 kcal/100 g mleka przygotowanego. Tłuszcz 1,25% różni się od PI 0,8%.",AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.divinebody.pl/pl/p/Mlekovita-Mleko-w-proszku-odtluszczone-instant-250/3244
PL,★★★★★,EU27,DEXTROSE,30,PI-ING-000494,DEX-PL-PRODUCT,WYMAGA_GTIN,GTIN_MISSING,barcode not established for the chosen pack — label photo or market page printing the GTIN,Dekstroza – glukoza spożywcza jednowodna 100g,KicCake,100 g,,Nazwa i skład sprzedawcy jednoznacznie podają glukozę jednowodną.,Postać monohydrat; NIP i model aktywności osobno,0,"Całe8pól z etykiety/TDS. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. Oferta lokalna; kod to identyfikator oferty, nie EAN.",Wybrano czysty proszek spożywczy z potwierdzonym monohydratem.,AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://kiccake.pl/pl/products/dekstroza-glukoza-spozywcza-jednowodna-100g-kiccake-109326.html
PL,★★★★★,EU27,TARA,3,PI-ING-000492,TARA-PL-PRODUCT,WYMAGA_GTIN,GTIN_MISSING,barcode not established for the chosen pack — label photo or market page printing the GTIN,Guma Tara (E417) 130002 SEMPRE,SEMPRE,500 g black PE jar,,"LOCAL; Ingredient, nutrition per 100 g, pack and product code appear on the same product page. Declared energy is 786 kJ/185 kcal, a slightly inconsistent pair retained as printed. Sodium 6.2 mg; salt undeclared.","Energia źródła, jeśli dostępna; brakujące pola z PI. Nie narzucano zgodności różnych konwencji znakowania.",0,"Wszystkie 8 pól z etykiety/TDS lub jawnego przeliczenia porcji/sodu/błonnika. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda 9,5 g/100 g: ESTIMATED z PI; brak oznaczenia produktu. Polish retailer displayed 52 units in stock. InPost courier/parcel locker delivery and physical collection offered.","SEMPRE 500 g differs from Sosa 700 g. Do not transfer Sosa EAN, 86.5 g fiber or 0.8 g saturated fat. Storage relative humidity 60% is not product water content.",AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://www.cukieteria.pl/dodatki-funkcjonalne-do-lodow/13953-op-500-g-guma-tara-e417-130002-sempre-dodatek-do-zywnosci-o-wlasciwosciach-zageszczajacych-i-stabilizujacych.html
PT,★★★★★,EU27,MILK,672,PI-ING-000236,MILK-GTIN-5601049131998,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Leite Mimosa UHT Inteiro 1L,Mimosa,1 L karton UHT,5601049131998,"Auchan Portugal na jednej karcie potwierdza konsumencki EAN 5601049131998, 1L, lokalną ofertę, producenta Lactogal i kompletną deklarację 100ml: 273kJ/65kcal, fat3.6,sat2.3,carbs4.9,sugars4.9,protein3.3,salt0.1. Mimosa opisuje pełne mleko krowie UHT.",WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0.10000000000000009,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,"Zamyka brak EAN przez dokładny aktualny SKU z Auchan. Do kalkulacji bierzemy faktyczne 3.6g/100ml, nie opisowe ok.3.5%.",AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.auchan.pt/pt/alimentacao/produtos-lacteos/leites/leite-uht/leite-mimosa-uht-inteiro-1l/11864.html
