iso2,priority,role,ean,rcn_range,v7_status,product,verification_class,evidence_class,best_url,http,source_type,page_market,market_by,evidence_method,price_currency,ean_context,page_title,html_sha256_16,evidence_utc,urls_checked,hosts_carrying_ean
DE,★★★★★,DEXTROSE,4250573301738,NO,KANDYDAT_PR,Dextrose monohydrat Pulver 5 kg,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.golden-peanut.de/Dextrose-monohydrat-Pulver/11135-01,200,DIRECT,DE,CCTLD,RAW_HTML,EUR,"me"":""Dextrose monohydrat Pulver"",""productPrice"":""21.90"",""productEAN"":""4250573301738"",""productSku"":""1113",Dextrose monohydrat Pulver | für mehr Energie | zum Toppreis!,0ea2d79f0278d7d4,2026-09-10T13:39:22Z,1,www.golden-peanut.de
DE,★★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,4,saporepuro.com
NO,★★★★★,MILK,7038010000065,NO,KANDYDAT_PR,"TINE Helmelk 3,5% fett 1 L",MARKET_PAGE_WITHOUT_EAN,LEAD,https://www.tine.no/merkevarer/tinemelk/produkter/tinemelk-helmelk-3-5-fett;,200,DIRECT,NO,CCTLD,BROWSER_DOM,,,"TINE® Helmelk 3,5 % fett",,2026-09-10T13:56Z,2,
NO,★★★★★,CREAM,7038010041914,NO,KANDYDAT_PR,TINE Kremfløte 37% 3 dl,SOURCE_NOT_READABLE,LEAD,https://meny.no/varer/meieri-egg/flote/kremflote/kremflote-37-7038010041914,BROWSER_INCONCLUSIVE,DIRECT,NO,CCTLD,BROWSER_DOM,,,"INCONCLUSIVE: retailer returned ""Service unavailable"" to the browser as well",5ed6356d605d2fce,2026-09-10T13:56Z,2,
NO,★★★★★,SMP,8445291393738,NO,KANDYDAT_PR,Nestlé Skimmed Milk Powder 500 g,EAN_ON_MARKET_PAGE,CONFIRMED,https://magnar-eikeland.emo.no/web/ePortal/ctrl?action=showiteminfo&itemNo=170806,200,DIRECT,NO,CCTLD,RAW_HTML,NOK," > Kaffe, te og kjeks - diverse "",""sku"":""170806"",""gtin13"":""8445291393738"",""mpn"":""12594687"",""",Kjøp Melkepulver NESTLÉ Skimmed Milk 500g,512d994803f936fa,2026-09-10T13:37:54Z,4,magnar-eikeland.emo.no;www.carepa.se;www.nestleprofessional.nl
NO,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
NO,★★★★★,DEXTROSE,5709286720064,NO,WYMAGA_ETYKIETY,Urtegaarden Druesukker 500 g,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.med24.no/matvarer/soetstoff/druesukker/urtegaarden-druesukker-500-g,200,DIRECT,NO,CCTLD,RAW_HTML,NOK,":\r\nF\u00f8lg anvisning i opskrift.\r\n\r\nInnhold: 500 g"",""gtin13"":""5709286720064"",""mpn"":""16980"",""bra",Urtegaarden Druesukker - 500 g - Med24.no,763c1a65951817b2,2026-09-10T13:39:49Z,4,www.cchobby.dk;www.helsebixen.dk;www.med24.dk;www.med24.no
NO,★★★★★,TARA,4251510635756,NO,WYMAGA_ETYKIETY,Tarakernmehl / Tara gum 100 g,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://buxtrade.de/products/tarakernmehl,200,DIRECT,DE,CCTLD,RAW_HTML,EUR,"00,""compare_at_price"":399,""inventory_management"":""shopify"",""barcode"":""4251510635756"",""featured_media"":{",Tarakernmehl jetzt kaufen | Buxtrade,4a30cbba0855cc7e,2026-09-10T13:37:13Z,6,buxtrade.de;www.shop-apotheke.at
NZ,★★★★★,MILK,94152210,NO,KANDYDAT_PR,Anchor Blue Milk 2 L,EAN_ON_MARKET_PAGE,CONFIRMED,https://thegroceryhub.co.nz/products/anchor-blue-full-cream-milk-2l/,200,DIRECT,NZ,CCTLD,RAW_HTML,,"roduct_meta""> <span class=""sku_wrapper"">SKU: <span class=""sku"">94152210</span></span> <",Anchor Blue Full Cream Milk 2L &#8211; The Grocery Hub,e588ec93332f133c,2026-09-10T13:38:37Z,4,thegroceryhub.co.nz
NZ,★★★★★,CREAM,94150803,NO,KANDYDAT_PR,Anchor Long Life Dessert Cream Original,MARKET_PAGE_WITHOUT_EAN,LEAD,https://www.anchordairy.com/nz/en/products/cream-custard/anchor-longlife-dessert-cream-250ml.html,200,DIRECT,NZ,PATH_LOCALE,BROWSER_DOM,,,Anchor Long Life Dessert Cream,,2026-09-10T13:56Z,3,
NZ,★★★★★,SMP,9300633765712,NO,KANDYDAT_PR,Woolworths Milk Skim Powder,PAGE_WITHOUT_EAN,LEAD,https://assets.woolworths.com.au/images/2010/789358_1.jpg?impolicy=wowb2bgpkhx,200,DIRECT,AU,CCTLD,RAW_HTML,,,,4d8af85ffc219de8,2026-09-10T13:37:08Z,2,
NZ,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
NZ,★★★★★,DEXTROSE,9317127061786,NO,KANDYDAT_PR,Lotus Glucose Powder (Dextrose) 500g,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://www.kadac.com.au/browser/product.php?sku=6178,200,DIRECT,AU,CCTLD,RAW_HTML,,"lass=""sub-title"">Barcode Number</li> <li>9317127061786</li> ",Lotus Glucose Powder (Dextrose) 500g | Kadac - Organic Natural Health,0f340d7ced36d256,2026-09-10T13:39:37Z,5,ecotraders.com.au;www.kadac.com.au
NZ,★★★★★,TARA,8055728540170,NO,KANDYDAT_PR,Tara Gum 50gr. / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,5f28b11dbdcd7cd4,2026-09-10T13:38:24Z,7,saporepuro.com;saporepuro.myshopify.com
PL,★★★★★,MILK,5900820016296,NO,KANDYDAT_PR,"Łaciate Mleko UHT 3,5%, 200 ml",EAN_ON_MARKET_PAGE,CONFIRMED,https://mlekpol.com.pl/index.php/en/produkt/laciate-uht-milk-35-2/,200,DIRECT,PL,CCTLD,RAW_HTML,, <table> <tbody> <tr> <td>Barcode</td> <td> <p>5900820016296</p> </td> </tr> <tr,"Łaciate UHT milk 3,5% &#8211; Mlekpol",18073b1a9f9fd71a,2026-09-10T13:38:01Z,3,mlekpol.com.pl
PL,★★★★★,CREAM,5900512300634,NO,KANDYDAT_PR,Śmietanka Polska 30% UHT 1 L,EAN_ON_MARKET_PAGE,CONFIRMED,https://mlekovita.com.pl/produkt/smietanka-uht-polska-30-tluszczu-1-l-491,200,DIRECT,PL,CCTLD,RAW_HTML,,wy jed.:</th> <td>5900512300634</td> ,Śmietanka Polska 30% UHT - Mlekovita,3431cfbe1630ba24,2026-09-10T13:38:01Z,1,mlekovita.com.pl
PL,★★★★★,SMP,5900512500546,NO,KANDYDAT_PR,Mleko w proszku odtłuszczone instant,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.divinebody.pl/pl/p/Mlekovita-Mleko-w-proszku-odtluszczone-instant-250/3244,200,DIRECT,PL,CCTLD,RAW_HTML,," <meta itemprop=""gtin"" content=""5900512500546"" /> ",Mlekovita Mleko w proszku odtłuszczone instant 250 - Divine Body,85517d3b5e44676c,2026-09-10T13:39:15Z,3,torimpex.pl;www.divinebody.pl;www.polskisklep.de
PL,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
PL,★★★★★,DEXTROSE,,,WYMAGA_GTIN,Dekstroza – glukoza spożywcza jednowodna 100g,NO_EAN_IN_V7,BRAK,https://kiccake.pl/pl/products/dekstroza-glukoza-spozywcza-jednowodna-100g-kiccake-109326.html,200,DIRECT,PL,CCTLD,RAW_HTML,PLN,,Dekstroza - glukoza spożywcza jednowodna 100g KicCake | KicCake.pl,195fefc14ef7c42a,2026-09-10T13:37:47Z,1,
PL,★★★★★,TARA,,,WYMAGA_GTIN,Guma Tara (E417) 130002 SEMPRE,NO_EAN_IN_V7,BRAK,https://www.cukieteria.pl/dodatki-funkcjonalne-do-lodow/13953-op-500-g-guma-tara-e417-130002-sempre-dodatek-do-zywnosci-o-wlasciwosciach-zageszczajacych-i-stabilizujacych.html,200,DIRECT,PL,CCTLD,RAW_HTML,PLN,,op. 500 g GUMA TARA (E417) - SUBSTANCJA ZAGĘSZCZAJĄCA,26d27c9c8b0dd079,2026-09-10T13:39:11Z,1,
PT,★★★★★,MILK,5601049131998,NO,KANDYDAT_PR,Leite Mimosa UHT Inteiro 1L,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.auchan.pt/pt/alimentacao/produtos-lacteos/leites/leite-uht/leite-mimosa-uht-inteiro-1l/11864.html,200,DIRECT,PT,CCTLD,RAW_HTML,EUR,"NTEIRO 1L"",""description"":""LEITE UHT MIMOSA INT"",""sku"":""11864"",""gtin"":""5601049131998"",""brand"":{""@type"":""",Leite Mimosa Uht Inteiro 1l | Auchan,18ba6af7b8e31023,2026-09-10T13:38:53Z,2,www.auchan.pt
PT,★★★★★,CREAM,5603089007370,NO,KANDYDAT_PR,Parmalat Nata para Bater 30% 500 ml,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.auchan.pt/pt/alimentacao/produtos-lacteos/natas-bechamel-e-chantilly/natas/nata-parmalat-para-bater-500ml/2307302.html,200,DIRECT,PT,CCTLD,RAW_HTML,EUR,"ER 500ML"",""description"":""NATA PARMALAT 500ML"",""sku"":""2307302"",""gtin"":""5603089007370"",""brand"":{""@type"":""",Nata Parmalat Para Bater 500ml | Auchan,13f268841ff4a9c6,2026-09-10T13:38:53Z,2,www.auchan.pt
PT,★★★★★,SMP,3043932663704,NO,KANDYDAT_PR,Leite Magro em Pó,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.auchan.pt/pt/alimentacao/produtos-lacteos/leites/leite-em-po/leite-em-po-regilait-magro-250g/3717097.html,200,DIRECT,PT,CCTLD,RAW_HTML,EUR,"RO 250G"",""description"":""REGILAIT LEITE MAGRO"",""sku"":""3717097"",""gtin"":""3043932663704"",""brand"":{""@type"":""",Leite Em Pó Régilait Magro 250g | Auchan,70d038d6825204b6,2026-09-10T13:38:53Z,1,www.auchan.pt
PT,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
PT,★★★★★,DEXTROSE,5600985800333,NO,KANDYDAT_PR,Zumub Dextrose 1kg,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.zumub.com/PT/nutri-ao-desportiva/dextrose/dextrose-1kg-p-9210,200,DIRECT,PT,PATH_LOCALE,RAW_HTML,EUR,"> <td class=""ean-span""> 5600985800333 ",Dextrose Zumub na Zumub,ab7624924ef6a139,2026-09-10T13:40:29Z,1,www.zumub.com
PT,★★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,5,saporepuro.com
US,★★★★★,MILK,0093966513004,NO,KANDYDAT_PR,Organic Valley Whole Milk Half Gallon,SOURCE_NOT_READABLE,LEAD,https://www.priceritemarketplace.com/sm/planning/rsid/377/product/organic-valley-whole-milk-half-gallon-id-00093966513004,BROWSER_INCONCLUSIVE,DIRECT,,GENERIC_TLD,BROWSER_DOM,,,INCONCLUSIVE: bot-challenge interstitial rendered instead of the product page,47edcfa57ef25a1f,2026-09-10T14:01Z,2,
US,★★★★★,CREAM,092825922230,NO,KANDYDAT_PR,"Brookshire’s Whipping Cream Ultra-Pasteurized, minimum36% milkfat",PAGE_WITHOUT_EAN,LEAD,https://delivery.brookshires.com/store/brookshires/products/18635421-brookshire-s-whipping-cream-ultra-pasteurized-30-milkfat-16-oz,200,DIRECT,,GENERIC_TLD,BROWSER_DOM,USD,,Brookshire's Whipping Cream Ultra-pasteurized 30% Milkfat,,2026-09-10T14:01Z,5,
US,★★★★★,SMP,039978115201,NO,KANDYDAT_PR,Bob's Red Mill Nonfat Dry Milk Powder,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.vitacost.com/products/bob-s-red-mill-milk-powder-nonfat-dry-22-oz-624-g-97753,200,DIRECT,,GENERIC_TLD,RAW_HTML,USD,"03cdiv class=\""content-item\""\u003e \u003ch3\u003eUPC\u003c\/h3\u003e 039978115201 \u003c\/div\u003e \",Bob&#39;s Red Mill Milk Powder Nonfat Dry | 22 oz | Vitacost,76d4dc37add86d54,2026-09-10T13:40:27Z,3,www.vitacost.com
US,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
US,★★★★★,DEXTROSE,843200100039,NO,WYMAGA_ETYKIETY,Brewmaster Corn Sugar / Dextrose Monohydrate,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://morebeer.com/products/corn-sugar,200,DIRECT,,GENERIC_TLD,RAW_HTML,CONVERTED:EUR;EUR,"4,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""843200100039"",""requires_selling_",Corn Sugar (Premium Dextrose) | Non-GMO &amp; Domestic &ndash; MoreBeer!,1dd52acbb3da51bb,2026-09-10T13:38:03Z,2,morebeer.com
US,★★★★★,TARA,819543011967,NO,HOLD_US,Tara Gum — Home 50g,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://modernistpantry.com/products/tara-gum.html,200,DIRECT,,GENERIC_TLD,RAW_HTML,USD,"y.com\u002fmodernist-pantry\u002f""},""attributes"":[],""mpn"":null,""upc"":""819543011967"",""options"":[{""id"":2","Tara Gum - Modernist Pantry, LLC",e93d1ba8441f8f2a,2026-09-10T13:38:02Z,3,modernistpantry.com
CH,★★★★★,MILK,7610900041589,NO,KANDYDAT_PR,Prima Vollmilch UHT 3.5% 1L Tetra Base,EAN_ON_MARKET_PAGE,CONFIRMED,https://ofrex.ch/products/1647201013,200,DIRECT,CH,CCTLD,BROWSER_DOM,,"class=""custom_specification_item_key"">EAN</p><p class=""custom_specification_item_value"">7610900041589</p>","Prima Vollmilch UHT, 3,5% Fett – 1 l – Essen & Getränke | ofrex.ch",,2026-09-10T13:56Z,3,ofrex.ch
CH,★★★★★,CREAM,7613269880585,NO,KANDYDAT_PR,Valflora Vollrahm UHT 35% 250 ml,SOURCE_NOT_READABLE,LEAD,https://migipedia.migros.ch/de/valflora-vollrahm-35-milchfett-uht-204111300000?community=details,BROWSER_INCONCLUSIVE,DIRECT,CH,CCTLD,BROWSER_DOM,,,INCONCLUSIVE: 186-byte empty document rendered (blocked or not hydrated),12a22880bc2e59f8,2026-09-10T13:56Z,3,
CH,★★★★★,SMP,,,WYMAGA_GTIN,Coop Magermilchpulver 350 g,NO_EAN_IN_V7,BRAK,https://www.coop.ch/de/lebensmittel/milchprodukte-eier/milch/spezialmilch/magermilchpulver/p/3080756,403,DIRECT,CH,CCTLD,RAW_HTML,,,coop.ch,c0ade521252d0aed,2026-09-10T13:39:07Z,1,
CH,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
CH,★★★★★,DEXTROSE,7640153565938,NO,KANDYDAT_PR,Dextrose Pulver Neutral 1000 g,EAN_ON_MARKET_PAGE,CONFIRMED,https://whey-protein.ch/products/dextrose-pulver,200,DIRECT,CH,CCTLD,RAW_HTML,CHF,"ng"": ""1"" },""offers"" : [ { ""@type"" : ""Offer"" ,""gtin13"": ""7640153565938"", ""sku"": ""DEX",Dextrose Pulver = 100% Traubenzucker günstig kaufen! | Lee-Sport®,2642b7499586aa85,2026-09-10T13:38:42Z,2,whey-protein.ch
CH,★★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,4,saporepuro.com
SE,★★★★★,MILK,5709310050303,NO,KANDYDAT_PR,"Arla Sødmælk / Mjölk 3,5% UHT 1 L",EAN_ON_MARKET_PAGE,CONFIRMED,https://www.chefsculinar.se/sv-se/mat-and-dryck/mejeri-and-gg/mj-lk/mj-lk-3-5-uht-1l-34231043,200,DIRECT,SE,CCTLD,RAW_HTML,," <div class=""product-information__description"">5709310050303</div> ","Mj&#xF6;lk 3,5%, UHT, 1l",c32451c385c7ea35,2026-09-10T13:39:03Z,2,danfoods.dk;www.chefsculinar.se
SE,★★★★★,CREAM,7311043021192,NO,KANDYDAT_PR,DairyFood Grädde Lång Hållbarhet 30% 2.5 dl,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.delitea.se/dairy-food-gradde-lang-hallbarhet-30-25dl,200,DIRECT,SE,CCTLD,RAW_HTML,SEK,"rhet-30-25dl"",""brand"":{""@type"":""Brand"",""name"":""Dairy Food""},""gtin13"":""7311043021192"",""offers"":{""@type"":","K&#246;p Dairy Food Gr&#228;dde L&#229;ng H&#229;llbarhet 30% 2,5dl p&#229; delitea.se",40964af75a6bbc15,2026-09-10T13:39:13Z,1,www.delitea.se
SE,★★★★★,SMP,7310100318985,NO,KANDYDAT_PR,"Semper Mjölkpulver till bak, mat och dryck 480 g",EAN_ON_MARKET_PAGE,CONFIRMED,https://www.martinservera.se/produkter/633057/torrmjolk-fettfri-480g,200,DIRECT,SE,CCTLD,RAW_HTML,,"order-b border-b-base-80 py-2 last:border-b-0""><span>GTIN</span><span>07310100318985</span></div></div><",Torrmjölk fettfri 480g - Torrmjölk | Martin &amp; Servera,1b0473e4e3d76444,2026-09-10T13:39:46Z,3,www.dabas.com;www.martinservera.se
SE,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
SE,★★★★★,DEXTROSE,5709286720064,NO,WYMAGA_ETYKIETY,Urtegaarden Druvsocker 500 g,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.med24.se/matvaror/socker-sirap-honung/druvsocker/urtegaarden-druvsocker-500-g,200,DIRECT,SE,CCTLD,RAW_HTML,SEK,"u00f6lj instruktionerna i receptet\r\nInneh\u00e5ll: 500 g"",""gtin13"":""5709286720064"",""mpn"":""16980"",""bra",Köp Urtegaarden Druvsocker - 500 g hos Med24.se,84ca508961e4aeac,2026-09-10T13:39:49Z,4,www.cchobby.dk;www.helsebixen.dk;www.med24.dk;www.med24.se
SE,★★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,4,saporepuro.com
GB,★★★★★,MILK,5000181024050,NO,KANDYDAT_PR,Arla Cravendale Whole Milk 2L,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.arlafoods.co.uk/brands/arla-cravendale/cravendale-whole-milk-2l/,200,DIRECT,GB,CCTLD,RAW_HTML,,"ilk-2l/"",""type"":""Product"",""name"":""Whole Milk 2L"",""productID"":""barcode:5000181024050"",""url"":""https://www",Arla Cravendale&#xAE; Filtered Whole Milk 2L | Arla UK,fdb6e5b66ec40018,2026-09-10T13:38:51Z,1,www.arlafoods.co.uk
GB,★★★★★,CREAM,5900820000455,NO,KANDYDAT_PR,Łaciata Śmietanka UHT 30% 500 ml,EAN_ON_MARKET_PAGE,CONFIRMED,https://uk.foodplus.eu/en_GB/p/UHT-Laciata-30-Cream-500ml-Mlekpol/26418,200,DIRECT,GB,PATH_LOCALE,RAW_HTML,," <meta itemprop=""sku"" content=""5900820000455"" /> ",UHT Łaciata 30% Cream 500ml Mlekpol Food Plus Shop online,94bcf2501a8927c3,2026-09-10T13:38:40Z,3,mlekpol.com.pl;uk.foodplus.eu
GB,★★★★★,SMP,5060113910714,NO,KANDYDAT_PR,Milfresh Gold Superior Granulated Skimmed Milk 500 g,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.templemanrv.co.uk/nutrition-pdf/9501/,200,DIRECT,GB,CCTLD,RAW_HTML,,d7a9d35fe747fff699 Specification Type Drinks Inner Component GTIN 5060113910714 Manufacturer Compo,,c45e7e8b9fe39829,2026-09-10T13:40:14Z,3,www.templemanrv.co.uk
GB,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
GB,★★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Meritose 200 Dextrose Monohydrate 25 kg,NO_EAN_IN_V7,BRAK,https://www.kentfoodsdirect.co.uk/products/dextrose-monohydrate-m200-25kg,200,DIRECT,GB,CCTLD,RAW_HTML,GBP,,Meritose 200 Dextrose Monohydrate - 25KG &ndash; Kent Foods Direct,fb772c45531d8e02,2026-09-10T13:39:38Z,2,
GB,★★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,5,saporepuro.com
IT,★★★★★,MILK,8002670169607,NO,KANDYDAT_PR,Granarolo Latte Intero UHT,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.carrefour.it/p/granarolo-latte-intero-uht-a-lunga-conservazione-1-l/8002670169607.html,200,DIRECT,IT,CCTLD,RAW_HTML,EUR,"latte"",""p_category_level_3"":""latte-uht"",""p_category_depth"":3,""pr_id"":""8002670169607"",""product_type"":""fo",Granarolo Latte Intero UHT a Lunga Conservazione 1 L | Carrefour,729a217f46055bcf,2026-09-10T13:39:01Z,2,www.carrefour.it
IT,★★★★★,CREAM,4034900027405,NO,KANDYDAT_PR,Meggle Panna non zuccherata da montare e per cucinare UHT 30% 200 ml,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.meggle.it/i-prodotti/panna/panna-da-montare,200,DIRECT,IT,CCTLD,RAW_HTML,,"ss=""recipe-inner-wrapper""><div class=""recipe-text""> Cod. EAN/Articolo 4034900027405<br /> Materiale del",Meggle panna da montare lunga conservazione uht,f0a7d317780174d9,2026-09-10T13:39:49Z,2,www.cosicomodo.it;www.meggle.it
IT,★★★★★,SMP,8004990133030,NO,KANDYDAT_PR,Latte scremato in polvere istantaneo,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.bevandeistantanee.it/products/latte-scremato-in-polvere-ristora,200,DIRECT,IT,CCTLD,RAW_HTML,EUR," 20 mesi) senza bisogno di essere conservato in frigorifero."",""gtin"":""8004990133030"",""image"":""https:\/\",Latte Scremato In Polvere | Ristora &ndash; Bevande Istantanee,d259a1398494e11f,2026-09-10T13:38:55Z,3,sugros.com;www.bevandeistantanee.it;www.spesasicura.com
IT,★★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
IT,★★★★★,DEXTROSE,8050246530061,NO,KANDYDAT_PR,Destrosio Monoidrato 1kg,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://artegustando.com/products/destrosio-monoidrato,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"mation-template--28759894917468__main""><li> <b>EAN:</b> 8050246530061 </li><l",Destrosio Monoidrato in Polvere per Gelati e Dolci &ndash; Artegustando,327fe1dc611dee67,2026-09-10T13:37:08Z,1,artegustando.com
IT,★★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,4,saporepuro.com
DZ,★★★★,MILK,6130760003592,NO,KANDYDAT_PR,Lait Entier Stérilisé UHT 1L,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.taibaoline.com/product/soummam-lait-entier-1-litre/,200,DIRECT,DZ,CURRENCY,RAW_HTML,DZD,"""out of stock"" /> <meta property=""product:retailer_item_id"" content=""6130760003592"" /> <meta property",Soummam Lait Entier 1 Litre | سوبيرات طيبة Superette Taiba,055fdd3be174f6e8,2026-09-10T13:40:13Z,3,www.taibaoline.com
DZ,★★★★,CREAM,3412290032215,NO,KANDYDAT_WARUNKOWY,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,PAGE_WITHOUT_EAN,LEAD,https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg,200,DIRECT,,GENERIC_TLD,RAW_HTML,,,,9222f33f0d027bc7,2026-09-10T13:37:12Z,3,
DZ,★★★★,SMP,733739058324,NO,KANDYDAT_PR,NOW Real Food Organic Non-Fat Dry Milk Powder,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,200,DIRECT,,GENERIC_TLD,BROWSER_DOM,USD,"data-destini-association=""default"" data-destini-apo=""733739058324""",Milk Powder | Powdered Milk | Organic Dry Milk Powder | NOW Foods,,2026-09-10T14:01Z,3,www.nowfoods.com
DZ,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
