iso2,priority,slot,owner_excel_product,owner_excel_pi,owner_excel_ean,working_excel_product,working_excel_ean,working_evidence_for_reference,s1_pi_ing,s2_pr_ing,s3_brand_product_ean,s4_market_availability,s5_source_evidence,s6_technical_readiness,s7_reconciled_2541,s8_genuine_gaps,s9_report_back,engine_10_10,country_grams_frozen,final_status
CH,★★★★★,DEXTROSE,,,,Dextrose Pulver Neutral 1000 g,7640153565938,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CH,★★★★★,STABILIZER,,,,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,8055728540170,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CL,★★★★,MILK,,,,"COLUN Leche Entera Natural 3,1% 1 L",7802920777542,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CL,★★★★,CREAM,,,,Soprole Crema para Batir Larga Vida 35%,7802900107017,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CL,★★★★,SMP,,,,Colun Leche Descremada en Polvo,7802920009865,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CL,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CL,★★★★,DEXTROSE,,,,Dextrosa Monohidratada,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CL,★★★★,STABILIZER,,,,Goma Tara 100 Grs,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CN,★★★★,MILK,,,,Oldenburger UHT Full Cream Milk 3.5% fat — Chinese label SKU 14642,4036300069450,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CN,★★★★,CREAM,,,,Oldenburger Whipping Cream 30% fat UHT,4036300066749,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CN,★★★★,SMP,,,,Devondale Instant Skim Milk Powder (德运脱脂奶粉),9300639999005,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CN,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CN,★★★★,DEXTROSE,,,,Dextrose monohydrate food grade,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CN,★★★★,STABILIZER,,,,"他拉胶 / 刺云实胶 / 塔拉胶 (Tara gum), food grade",,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CO,★★★★,MILK,,,,"Alquería Súper Cremosa Leche Entera 3,5% 1100 ml",7702177022726,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CO,★★★★,CREAM,,,,Alquería Crema de Leche Original (fórmula PEC) 400 g,7702177022344,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CO,★★★★,SMP,,,,Leche en Polvo Descremada Colanta Slight,7702129004572,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CO,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CO,★★★★,DEXTROSE,,,,Dextrosa Monohidratada,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CO,★★★★,STABILIZER,,,,Tara Gum — Home 50g,819543011967,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CR,★★★★,MILK,,,,"Dos Pinos Leche Entera UAT 3,5% 1 L",7441001601071,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CR,★★★★,CREAM,,,,Dos Pinos Crema Dulce para Batir 35%,7441001604508,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CR,★★★★,SMP,,,,Dos Pinos Leche descremada en polvo instantánea 0% grasa 400 g,7441001612039,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CR,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CR,★★★★,DEXTROSE,,,,Dextrosa Monohidratada,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CR,★★★★,STABILIZER,,,,Tara Gum — Home 50g,819543011967,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CY,★★★★,MILK,,,,"MEGGLE UHT Whole Milk 3,5% 1 L",8585002504432,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CY,★★★★,CREAM,,,,Charalambides Christis Dairy Whipping Cream 35% 500 ml,5290036002436,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CY,★★★★,SMP,,,,Instant Skimmed Milk Powder With 0% Fat,3043939531112,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CY,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CY,★★★★,DEXTROSE,,,,Prozis Dextrose900g (3-pack),,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CY,★★★★,STABILIZER,,,,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,8055728540170,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CZ,★★★★,MILK,,,,Madeta Jihočeské mléko trvanlivé plnotučné 3.5% 1L,8593803224015,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CZ,★★★★,CREAM,,,,Meggle Smetana ke šlehání 30%,8585002520043,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CZ,★★★★,SMP,,,,Sušené odtučněné mléko ALMECO,8369921447533,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CZ,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CZ,★★★★,DEXTROSE,,,,"Dextróza - GymBeam, bez dodatków smakowych",8588006139983,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
CZ,★★★★,STABILIZER,,,,Guma Tara Valknut / Tara guma Valknut,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DE,★★★★★,MILK,,,,"frischli H-Vollmilch 3,5% 1 L",4045500011145,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DE,★★★★★,CREAM,,,,Hofgut Schlagsahne 30% 200 g,4070700003058,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DE,★★★★★,SMP,,,,Saliter Magermilchpulver 250 g,4008230010901,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DE,★★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DE,★★★★★,DEXTROSE,,,,Dextrose monohydrat Pulver 5 kg,4250573301738,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DE,★★★★★,STABILIZER,,,,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,8055728540170,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DK,★★★★★,MILK,,,,"Arla Sødmælk 3,5% UHT 1 L",5709310050303,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DK,★★★★★,CREAM,,,,Arla Piskefløde 35% UHT 200 ml,5711953069291,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DK,★★★★★,SMP,,,,EASIS Skummetmælkspulver 200 g,5703161691012,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DK,★★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DK,★★★★★,DEXTROSE,,,,Urtegaarden Druesukker 500 g,5709286720064,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DK,★★★★★,STABILIZER,,,,Gum tara 1 kg,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DO,★★★★,MILK,,,,Milex Leche UHT Entera 1 L,4100290023195,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DO,★★★★,CREAM,,,,Elle & Vire Crème Liquide Whipping Cream UHT 35% 200 ml,30028777,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DO,★★★★,SMP,,,,Milex Polvo Descremada Slim,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DO,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DO,★★★★,DEXTROSE,,,,Dextrosa Monohidratada,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DO,★★★★,STABILIZER,,,,Tara Gum — Home 50g,819543011967,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DZ,★★★★,MILK,,,,Lait Entier Stérilisé UHT 1L,6130760003592,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DZ,★★★★,CREAM,,,,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,3412290032215,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DZ,★★★★,SMP,,,,NOW Real Food Organic Non-Fat Dry Milk Powder,733739058324,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DZ,★★★★,SUCROSE,,,,Biały cukier krystaliczny — 100% cukier,,N/A_GENERIC,PENDING_OWNER_EXCEL,N/A (global PI),N/A (global PI),N/A (global PI),PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DZ,★★★★,DEXTROSE,,,,Dextrose Monohydrate — food grade,,BRAK,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
DZ,★★★★,STABILIZER,,,,Cape Crystal Brands Tara Gum Powder,711221973065,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
EE,★★★★,MILK,,,,"Tere Cappuccino UHT Milk 3,5% 1 L",4740036009085,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
EE,★★★★,CREAM,,,,Alma vahukoor 35%,4740125220049,CONFIRMED,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
EE,★★★★,SMP,,,,Piimapulber rasvavaba / rasvaton maitojauhe instant,6408430840625,LEAD,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING_OWNER_EXCEL,PENDING,NO,NOT_FINAL (D-27)
