market_iso2,country,priority,region,functional_slot,working_excel_grams,final_grams,pi_ing,pi_name_final,product_mode,stabilizer_type,consumer_term_local,v7_proposal_key,pr_final_id,brand,product_name,pack,ean_gtin,url_product,page_market,market_by,evidence_method,evidence_utc,evidence_class,selection_authority,eligible_for_customer_pdf,blocking_reason,next_step,identifier_confirmed,market_binding_confirmed,market_binding_signal,local_availability_confirmed
DK,Denmark,★★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,da:Sukker,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://www.dansukker.dk/dk/produkter/alle-produkter/sukker-1-kg,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
DK,Denmark,★★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-05709286720064,,Urtegaarden,Urtegaarden Druesukker 500 g,500 g,5709286720064,https://www.helsebixen.dk/shop/urtegaarden-druesukker.html,DK,CCTLD,RAW_HTML,2026-09-10T13:39:24Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
DK,Denmark,★★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-DK-PRODUCT,,Louis François,Gum tara 1 kg,1 kg,,https://condi.dk/da/tilsaetningsstoffer/gum-tara-1-kg,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
DO,Dominican Republic,★★★★,LATAM_NORTH_ANDEAN,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-4100290023195,,Milex,Milex Leche UHT Entera 1 L,1 L,4100290023195,https://www.arla.com/es-do/productos/milex-leche-entera-1l-194976/,DO,PATH_LOCALE,RAW_HTML,2026-09-10T13:38:50Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,PATH_LOCALE,True
DO,Dominican Republic,★★★★,LATAM_NORTH_ANDEAN,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-30028777,,Elle & Vire,Elle & Vire Crème Liquide Whipping Cream UHT 35% 200 ml,200 ml carton,30028777,https://savencia.kameleon-apps.com/storage/2022/09/26720909.pdf,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
DO,Dominican Republic,★★★★,LATAM_NORTH_ANDEAN,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-DO-SKU,,Milex,Milex Polvo Descremada Slim,torebka 800 g,,https://www.arla.com/es-do/productos/milex-polvo-descremada-194961/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,PATH_LOCALE,False
DO,Dominican Republic,★★★★,LATAM_NORTH_ANDEAN,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: es: azúcar blanco (+sacarosa),GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
DO,Dominican Republic,★★★★,LATAM_NORTH_ANDEAN,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-DO-PRODUCT,,Multiquimica (dystrybutor),Dextrosa Monohidratada,"25 kg, funda (worek)",,https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/Implemantacion-FE-listado-grandes-contribuyentes-nacionales.aspx,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
DO,Dominican Republic,★★★★,LATAM_NORTH_ANDEAN,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-MP-1508-50,,Modernist Pantry,Tara Gum — Home 50g,50 g (Home pack),819543011967,https://modernistpantry.com/products/tara-gum.html,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
DZ,Algeria,★★★★,MAGHREB,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-6130760003592,,Soummam,Lait Entier Stérilisé UHT 1L,1 L,6130760003592,https://www.taibaoline.com/product/soummam-lait-entier-1-litre/,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_PAGE_BOUND_ONLY_BY_CURRENCY,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,CURRENCY_ONLY,False
DZ,Algeria,★★★★,MAGHREB,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3412290032215,,Paysan Breton,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,20 cl,3412290032215,https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
DZ,Algeria,★★★★,MAGHREB,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-00733739058324,,NOW Foods Real Food,NOW Real Food Organic Non-Fat Dry Milk Powder,torebka 12 oz (340 g),733739058324,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
DZ,Algeria,★★★★,MAGHREB,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: fr: saccharose (+sucre blanc) | ar: سكروز,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
DZ,Algeria,★★★★,MAGHREB,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-DZ-PRODUCT,,Chemstock,Dextrose Monohydrate — food grade,B2B — opakowanie niepubliczne,,https://chemstock.ae/industrial-chemicals/food-chemicals/dextrose-monohydrate-supplier-uae/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,OTHER_MARKET:AE,False
DZ,Algeria,★★★★,MAGHREB,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-00711221973065,,Cape Crystal Brands,Cape Crystal Brands Tara Gum Powder,8 oz (226.8 g),711221973065,https://www.capecrystalbrands.com/products/tara-gum,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
EE,Estonia,★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-EE-TERE-UHT-35-1L,,Tere,"Tere Cappuccino UHT Milk 3,5% 1 L",1 L,4740036009085,https://www.rimi.ee/epood/en/products/dairy-products-eggs-cheese/milk/high-pasteurized-milk/piim-cappuccino-tere-3-5-1l/p/286625,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,MARKET_PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
EE,Estonia,★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-4740125220049,,Valio Eesti AS / Alma,Alma vahukoor 35%,400 ml carton,4740125220049,https://www.valio.ee/tooted/alma-vahukoor-35-400ml/,EE,CCTLD,RAW_HTML,2026-09-10T13:40:25Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
EE,Estonia,★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-06408430840625,,Valio,Piimapulber rasvavaba / rasvaton maitojauhe instant,400 g,6408430840625,https://www.valio.fi/tuotteet/valio-rasvaton-maitojauhe-instant/,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_FOREIGN_MARKET_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,OTHER_MARKET:FI,False
EE,Estonia,★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,et:Suhkur,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://barbora.ee/toode/suhkur-extra-line-1-kg,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
EE,Estonia,★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-04744130012590,,ICONFIT,"ICONFIT Dextro, czysta dekstroza w proszku",1000 g,4744130012590,https://iconfit.ee/products/dextrose,EE,CCTLD,RAW_HTML,2026-09-10T13:37:41Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
EE,Estonia,★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
EG,Egypt,★★★★,EGYPT,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-EG-JUHAYNA-UHT-30-1L,,Juhayna,"Juhayna Full Cream Milk UHT 3,0% 1 L",1 L,6223000350065,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/juhayna-full-cream-milk-1l/p/12721,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_PAGE_BOUND_ONLY_BY_CURRENCY,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,CURRENCY_ONLY,False
EG,Egypt,★★★★,EGYPT,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3161911703385,,Elle & Vire,Elle & Vire Professionnel Excellence Whipping Cream UHT 35%,1 L brik (989 g net per official technical sheet),3161911703385,https://www.elle-et-vire.com/int/en/pro/creams/products/excellence-whipping-cream-35fat/,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ONLY_ECHOED_FROM_URL_OR_QUERY,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
EG,Egypt,★★★★,EGYPT,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-00733739058324,,NOW Foods Real Food,NOW Real Food Organic Non-Fat Dry Milk Powder,torebka 12 oz (340 g),733739058324,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
EG,Egypt,★★★★,EGYPT,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,ar:سكر ابيض,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://www.maps-eg.com/ar/product-page/%D8%B3%D9%83%D8%B1-%D8%A7%D8%A8%D9%8A%D8%B6-1-%D9%83%D9%8A%D9%84%D9%88,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
EG,Egypt,★★★★,EGYPT,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-EG-PRODUCT,,Peak Supps,Dextrose Powder 100% Pure 250g,250 g,,https://www.amazon.eg/-/en/Dextrose-Powder-100-Pure-250g/dp/B00NA1KQ28,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
EG,Egypt,★★★★,EGYPT,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-EG-PRODUCT,,Cape Crystal Brands,Cape Crystal Brands Tara Gum Powder,14 oz (396.9 g),,https://www.capecrystalbrands.com/products/tara-gum,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
ES,Spain,★★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-8410128010102,,Pascual,"Pascual Clásica Leche Entera UHT, 6 x1 L",6 x1 L (GTIN for retail multipack; not singlecarton),8410128010102,https://soria.e-leclerc.es/detalle/-/Producto/leche-entera-6x1l/8410128010102,ES,CCTLD,RAW_HTML,2026-09-10T13:38:30Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
ES,Spain,★★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-8410379941019,,Reny Picot,Reny Picot Nata líquida especial para montar 30% 200 ml,200 ml,8410379941019,https://distribucionesplata.com/tienda/alimentacion-y-bebidas/21850-nata-reny-picot-liqmont-mg30-bk200m-8410379941019.html,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ONLY_ECHOED_FROM_URL_OR_QUERY,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
ES,Spain,★★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-08410100002330,,Nestlé Sveltesse,Leche desnatada en polvo rica en calcio,puszka 400 g,8410100002330,https://www.online.bmsupermercados.es/es/p/leche-en-polvo-400-g/6029,ES,CCTLD,BROWSER_DOM,2026-09-10T13:56Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
ES,Spain,★★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: es: azúcar blanco (+sacarosa),GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
ES,Spain,★★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-08437000514770,,Dayelet,DAYELET DEXTROSA,400 g,8437000514770,https://www.zonasin.es/producto/dextrosa-400-g-dayelet-l22027,ES,CCTLD,RAW_HTML,2026-09-10T13:40:29Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
ES,Spain,★★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
FI,Finland,★★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-6408430000135,,Valio,Valio täysmaito suomalaisilta maitotiloilta 1 L,1 L carton,6408430000135,https://www.valio.fi/tuotteet/valio-taysmaito-suomalaisilta-maitotiloilta/,FI,CCTLD,RAW_HTML,2026-09-10T13:40:25Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
FI,Finland,★★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-6413300015225,,Arla Lempi,Arla Lempi Kuohukerma luomu 35% 2 dl,200 ml,6413300015225,https://www.s-kaupat.fi/tuote/arla-lempi-kuohukerma-luomu-2-dl/6413300015225,FI,CCTLD,BROWSER_DOM,2026-09-10T13:52Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
FI,Finland,★★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-06408430840625,,Valio,Valio rasvaton maitojauhe instant 400 g,400 g,6408430840625,https://www.valioaimo.fi/ammattilaistuotteet/valio-rasvaton-maitojauhe-instant/,FI,CCTLD,RAW_HTML,2026-09-10T13:40:25Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
FI,Finland,★★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,fi:Taloussokeri | sv:strösocker,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://www.tokmanni.fi/taloussokeri-1-kg-5701259100187,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
FI,Finland,★★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-FI-PRODUCT,,Leipurin (dystrybucja; producent nie podany),Dekstroosi monohydraatti 25 kg,25 kg worek,,https://store.leipurin.com/fi/product-details/-/o/cn/Muut-makeutusaineet/ecom-item/E22202,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
FI,Finland,★★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
FR,France,★★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-FR-ALSACE,,Alsace Lait,"Alsace Lait Lait frais entier pasteurisé, brique 1 L",1 L brique,3262970109108,https://www.supermarchesmatch.fr/fr/p/1754550/alsace-lait-lait-frais-entier-brique-1l,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,SOURCE_NOT_READABLE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
FR,France,★★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3451790256745,,Elle & Vire,Elle & Vire Crème UHT fluide entière 30% MG 2×25cl,2 × 250 ml,3451790256745,https://www.auchan.fr/elle-vire-creme-fluide-entiere-30-mg-uht/pr-C1178091,FR,CCTLD,RAW_HTML,2026-09-10T13:38:52Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
FR,France,★★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-03043934232700,,Régilait,Lait écrémé en poudre,karton 300 g,3043934232700,https://www.auchan.fr/regilait-lait-ecreme-en-poudre/pr-C1274757,FR,CCTLD,RAW_HTML,2026-09-10T13:38:53Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
FR,France,★★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: fr: saccharose (+sucre blanc),GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
